Record Length,2.500000e+03,,  -0.000025000000, -12.40000,
Sample Interval,2.000000e-08,,  -0.000024980000, -12.00000,
Trigger Point,1.250000000000e+03,,  -0.000024960000, -12.40000,
,,,  -0.000024940000, -12.40000,
,,,  -0.000024920000, -12.40000,
,,,  -0.000024900000, -12.80000,
Source,CH2,,  -0.000024880000, -12.40000,
Vertical Units,V,,  -0.000024860000, -12.00000,
Vertical Scale,1.000000e+01,,  -0.000024840000, -12.00000,
Vertical Offset,-2.040000e+01,,  -0.000024820000, -12.00000,
Horizontal Units,s,,  -0.000024800000, -12.40000,
Horizontal Scale,5.000000e-06,,  -0.000024780000, -11.20000,
Pt Fmt,Y,,  -0.000024760000, -11.60000,
Yzero,0.000000e+00,,  -0.000024740000, -12.00000,
Probe Atten,1.000000e+01,,  -0.000024720000, -11.60000,
Model Number,TDS1001B,,  -0.000024700000, -11.60000,
Serial Number,C054034,,  -0.000024680000, -11.20000,
Firmware Version,FV:v22.01,,  -0.000024660000, -12.00000,
,,,-00.000024640000, -12.40000,
,,,-00.000024620000, -12.80000,
,,,-00.000024600000, -12.40000,
,,,-00.000024580000, -11.60000,
,,,-00.000024560000, -12.00000,
,,,-00.000024540000, -12.00000,
,,,-00.000024520000, -12.40000,
,,,-00.000024500000, -12.80000,
,,,-00.000024480000, -11.60000,
,,,-00.000024460000, -12.00000,
,,,-00.000024440000, -12.00000,
,,,-00.000024420000,  -9.60000,
,,,-00.000024400000,  12.80000,
,,,-00.000024380000,  11.60000,
,,,-00.000024360000,   8.40000,
,,,-00.000024340000,  10.00000,
,,,-00.000024320000,   9.60000,
,,,-00.000024300000,   9.60000,
,,,-00.000024280000,   8.80000,
,,,-00.000024260000,   8.80000,
,,,-00.000024240000,   9.20000,
,,,-00.000024220000,   9.20000,
,,,-00.000024200000,   8.40000,
,,,-00.000024180000,   8.80000,
,,,-00.000024160000,   8.40000,
,,,-00.000024140000,   9.20000,
,,,-00.000024120000,   8.80000,
,,,-00.000024100000,   8.80000,
,,,-00.000024080000,   9.60000,
,,,-00.000024060000,   9.20000,
,,,-00.000024040000,   8.80000,
,,,-00.000024020000,   8.80000,
,,,-00.000024000000,   8.80000,
,,,-00.000023980000,   8.80000,
,,,-00.000023960000,   9.20000,
,,,-00.000023940000,   8.80000,
,,,-00.000023920000,   8.80000,
,,,-00.000023900000,   8.80000,
,,,-00.000023880000,   9.20000,
,,,-00.000023860000,   8.80000,
,,,-00.000023840000,   9.20000,
,,,-00.000023820000,   8.80000,
,,,-00.000023800000,   8.40000,
,,,-00.000023780000,   8.80000,
,,,-00.000023760000,   8.80000,
,,,-00.000023740000,   8.80000,
,,,-00.000023720000,   9.20000,
,,,-00.000023700000,   8.80000,
,,,-00.000023680000,   9.20000,
,,,-00.000023660000,   9.20000,
,,,-00.000023640000,   9.20000,
,,,-00.000023620000,   8.80000,
,,,-00.000023600000,   9.20000,
,,,-00.000023580000,   8.80000,
,,,-00.000023560000,   8.80000,
,,,-00.000023540000,   8.80000,
,,,-00.000023520000,   8.80000,
,,,-00.000023500000,   9.20000,
,,,-00.000023480000,   8.80000,
,,,-00.000023460000,   8.80000,
,,,-00.000023440000,   8.80000,
,,,-00.000023420000,   8.40000,
,,,-00.000023400000,   8.80000,
,,,-00.000023380000,   8.80000,
,,,-00.000023360000,   9.20000,
,,,-00.000023340000,   8.80000,
,,,-00.000023320000,   8.40000,
,,,-00.000023300000,   9.20000,
,,,-00.000023280000,   8.80000,
,,,-00.000023260000,   8.40000,
,,,-00.000023240000,   8.80000,
,,,-00.000023220000,   8.80000,
,,,-00.000023200000,   9.20000,
,,,-00.000023180000,   8.80000,
,,,-00.000023160000,   8.80000,
,,,-00.000023140000,   9.20000,
,,,-00.000023120000,   8.80000,
,,,-00.000023100000,   9.20000,
,,,-00.000023080000,   8.80000,
,,,-00.000023060000,   8.40000,
,,,-00.000023040000,   9.20000,
,,,-00.000023020000,   9.20000,
,,,-00.000023000000,   8.80000,
,,,-00.000022980000,   8.80000,
,,,-00.000022960000,   8.80000,
,,,-00.000022940000,   8.40000,
,,,-00.000022920000,   8.40000,
,,,-00.000022900000,   8.80000,
,,,-00.000022880000,   8.40000,
,,,-00.000022860000,   8.40000,
,,,-00.000022840000,   9.20000,
,,,-00.000022820000,   8.80000,
,,,-00.000022800000,   8.80000,
,,,-00.000022780000,   8.80000,
,,,-00.000022760000,   8.40000,
,,,-00.000022740000,   8.80000,
,,,-00.000022720000,   9.20000,
,,,-00.000022700000,   9.20000,
,,,-00.000022680000,   8.80000,
,,,-00.000022660000,   8.40000,
,,,-00.000022640000,   8.40000,
,,,-00.000022620000,   8.80000,
,,,-00.000022600000,   8.80000,
,,,-00.000022580000,   8.80000,
,,,-00.000022560000,   9.20000,
,,,-00.000022540000,   8.80000,
,,,-00.000022520000,   8.80000,
,,,-00.000022500000,   9.20000,
,,,-00.000022480000,   8.80000,
,,,-00.000022460000,   9.20000,
,,,-00.000022440000,   9.20000,
,,,-00.000022420000,   8.80000,
,,,-00.000022400000,   9.20000,
,,,-00.000022380000,   8.80000,
,,,-00.000022360000,   9.20000,
,,,-00.000022340000,   8.80000,
,,,-00.000022320000,   9.20000,
,,,-00.000022300000,   8.80000,
,,,-00.000022280000,   8.80000,
,,,-00.000022260000,   9.20000,
,,,-00.000022240000,   9.20000,
,,,-00.000022220000,   8.40000,
,,,-00.000022200000,   8.80000,
,,,-00.000022180000,   8.80000,
,,,-00.000022160000,   8.80000,
,,,-00.000022140000,   8.80000,
,,,-00.000022120000,   8.80000,
,,,-00.000022100000,   9.20000,
,,,-00.000022080000,   8.80000,
,,,-00.000022060000,   9.20000,
,,,-00.000022040000,   9.20000,
,,,-00.000022020000,   8.80000,
,,,-00.000022000000,   8.80000,
,,,-00.000021980000,   9.20000,
,,,-00.000021960000,   8.80000,
,,,-00.000021940000,   9.20000,
,,,-00.000021920000,   8.80000,
,,,-00.000021900000,   9.20000,
,,,-00.000021880000,   8.80000,
,,,-00.000021860000,   9.20000,
,,,-00.000021840000,   9.20000,
,,,-00.000021820000,   8.80000,
,,,-00.000021800000,   9.20000,
,,,-00.000021780000,   8.40000,
,,,-00.000021760000,   8.80000,
,,,-00.000021740000,   8.80000,
,,,-00.000021720000,   8.80000,
,,,-00.000021700000,   8.80000,
,,,-00.000021680000,   8.80000,
,,,-00.000021660000,   9.20000,
,,,-00.000021640000,   8.40000,
,,,-00.000021620000,   8.80000,
,,,-00.000021600000,   9.20000,
,,,-00.000021580000,   8.40000,
,,,-00.000021560000,   8.40000,
,,,-00.000021540000,   8.80000,
,,,-00.000021520000,   8.80000,
,,,-00.000021500000,   8.80000,
,,,-00.000021480000,   8.80000,
,,,-00.000021460000,   8.80000,
,,,-00.000021440000,   8.40000,
,,,-00.000021420000,   8.80000,
,,,-00.000021400000,   8.80000,
,,,-00.000021380000,   9.20000,
,,,-00.000021360000,   9.20000,
,,,-00.000021340000,   8.40000,
,,,-00.000021320000,   8.80000,
,,,-00.000021300000,   9.20000,
,,,-00.000021280000,   8.40000,
,,,-00.000021260000,   8.80000,
,,,-00.000021240000,   8.80000,
,,,-00.000021220000,   8.80000,
,,,-00.000021200000,   8.40000,
,,,-00.000021180000,   8.80000,
,,,-00.000021160000,   9.20000,
